PlanetName,HostName,NumOfStars,NumOfPlanets,DiscoveryMethod,DiscoveryYear,DiscoveryFacility,ControversialFlag,OrbitalPeriod,OrbitSemi-MajorAxis,Eccentricity,EquilibriumTemperature,StellarEffectiveTemperature,StellarMetallicity,StellarSurfaceGravity,RightAscension,Declination,DistancetoPlanetarySystem,StellarBrightnessGaia,PlanetMass,StellarMass,PlanetRadiusKm,StellarRadiusKm,PlanetGravity,StellarVolume,StellarDensity
Kepler-1757 b,Kepler-1757,1,1,Transit,2021,Kepler,0,19.65639342,0.1335,0.0,549.0,5288.0,-0.24,4.61,297.7397823,46.9418957,807.308,15.3679,1.6336440449305787e+30,1.6504549999999998e+30,18029.93,514818.0,335409281595.0328,5.7154414295829965e+17,2887712209694.3936
Kepler-1758 b,Kepler-1758,1,1,Transit,2021,Kepler,0,9.97726191,0.089,0.0,793.0,5806.0,-0.2,4.55,297.7968197,39.9213378,1588.41,14.9449,1.8787482230219216e+30,1.86919e+30,8728.27,591345.0,1645955016946.2676,8.661864716657103e+17,2157953352013.7698
Kepler-1758 b,Kepler-1758,1,1,Transit,2021,Kepler,0,9.97716876,0.0919,0.0,1028.0,5557.0,0.16,4.04,297.7968197,39.9213378,1588.41,14.9449,2.0684889558292524e+30,2.048155e+30,16118.63,1127034.0,531376908229.973,5.996525198466067e+18,341556973782.7376
Kepler-1759 b,Kepler-1759,1,1,Transit,2021,Kepler,0,3.72020177,0.0429,0.0,954.0,5017.0,-0.02,4.52,298.4656275,48.5593334,385.348,14.2601,1.513422530741983e+30,1.51126e+30,6562.13,556560.0,2345720477971.2534,7.22145285557246e+17,2092736780568.7893
Kepler-1759 b,Kepler-1759,1,1,Transit,2021,Kepler,0,3.72020708,0.0429,0.0,954.0,5017.0,-0.02,4.52,298.4656275,48.5593334,385.348,14.2601,1.5134182104083402e+30,1.51126e+30,6307.29,556560.0,2539095756555.867,7.22145285557246e+17,2092736780568.7893
Kepler-176 b,Kepler-176,1,4,Transit,2014,Kepler,0,5.43312169,0.0568,0.0,906.0,5229.0,0.07,4.47,294.6679021,43.8532104,527.321,14.5446,1.6469008399539022e+30,1.6504549999999998e+30,8983.109999999999,612216.0,1362133704582.3215,9.611753750766944e+17,1717121602151.2268
Kepler-176 b,Kepler-176,1,4,Transit,2014,Kepler,0,5.4331329,0.0559,0.0,841.0,4963.0,0.16,4.5,294.6679021,43.8532104,527.321,14.5446,1.5698424746116207e+30,1.570915e+30,10257.310000000001,577431.0,995852084753.2761,8.064712624861738e+17,1947887138789.3154
Kepler-176 c,Kepler-176,1,4,Transit,2014,Kepler,0,12.75934834,0.1004,0.0,682.0,5229.0,0.07,4.47,294.6679021,43.8532104,527.321,14.5446,1.6491701246023873e+30,1.6504549999999998e+30,16819.440000000002,612216.0,389088252421.78656,9.611753750766944e+17,1717121602151.2268
Kepler-176 c,Kepler-176,1,4,Transit,2014,Kepler,0,12.75934489,0.0988,0.0,633.0,4963.0,0.16,4.5,294.6679021,43.8532104,527.321,14.5446,1.5715760036873422e+30,1.570915e+30,16437.18,577431.0,388227674541.3176,8.064712624861738e+17,1947887138789.3154
Kepler-176 d,Kepler-176,1,4,Transit,2014,Kepler,0,25.75274977,0.1578,0.0,501.0,4963.0,0.16,4.5,294.6679021,43.8532104,527.321,14.5446,1.5717920554949942e+30,1.570915e+30,14462.17,577431.0,501572697808.96954,8.064712624861738e+17,1947887138789.3154
Kepler-176 d,Kepler-176,1,4,Transit,2014,Kepler,0,25.75260028,0.1604,0.0,539.0,5229.0,0.07,4.47,294.6679021,43.8532104,527.321,14.5446,1.6507915097446428e+30,1.6504549999999998e+30,18475.899999999998,612216.0,322765230169.0434,9.611753750766944e+17,1717121602151.2268
Kepler-176 e,Kepler-176,1,4,Transit,2016,Kepler,0,51.16579,0.2534,0.0,429.0,5229.0,0.07,4.47,294.6679021,43.8532104,527.321,14.5446,1.6488523679255726e+30,1.6504549999999998e+30,9811.34,612216.0,1143222712682.571,9.611753750766944e+17,1717121602151.2268
Kepler-176 e,Kepler-176,1,4,Transit,2016,Kepler,0,51.1658019,0.2494,0.0,398.0,4963.0,0.16,4.5,294.6679021,43.8532104,527.321,14.5446,1.5719947310432233e+30,1.570915e+30,9620.210000000001,577431.0,1133672742950.1108,8.064712624861738e+17,1947887138789.3154
Kepler-1761 b,Kepler-1761,1,1,Transit,2021,Kepler,0,4.04355245,0.0413,0.0,613.0,3871.0,0.07,4.74,284.1329728,49.1426325,221.186,14.898,1.1429975565725878e+30,1.1334449999999999e+30,11149.25,368721.0,613705079857.4331,2.0998207749591037e+17,5397817821009.391
Kepler-1761 b,Kepler-1761,1,1,Transit,2021,Kepler,0,4.04355143,0.0391,0.0,582.0,3767.0,-0.2,4.77,284.1329728,49.1426325,221.186,14.898,9.698970498026208e+29,9.74365e+29,5861.320000000001,333936.0,1884258560909.3728,1.5598338168036512e+17,6246594922506.742
Kepler-1762 b,Kepler-1762,1,1,Transit,2021,Kepler,0,29.5391328,0.2048,0.0,735.0,6616.0,0.07,4.33,290.4931471,39.7855117,1663.74,15.083,2.611654260256678e+30,2.6049350000000003e+30,17456.54,904410.0,572011909249.3768,3.098736703846229e+18,840644187925.5796
Kepler-1762 b,Kepler-1762,1,1,Transit,2021,Kepler,0,29.5390897,0.204,0.0,714.0,6572.0,0.07,4.37,290.4931471,39.7855117,1663.74,15.083,2.581175865557982e+30,2.5850500000000003e+30,15991.21,862668.0,673690877002.7361,2.689178775254489e+18,961278596940.9436
Kepler-1763 b,Kepler-1763,1,1,Transit,2021,Kepler,0,1.48028059,0.0257,0.0,1821.0,5897.0,0.02,4.25,294.1130368,40.3628861,756.486,13.5105,2.0550982507781765e+30,2.048155e+30,6243.58,876582.0,3518608534071.5596,2.821410347152073e+18,725933043404.1273
Kepler-1763 b,Kepler-1763,1,1,Transit,2021,Kepler,0,1.48028346,0.0257,0.0,1822.0,5897.0,0.02,4.25,294.1130368,40.3628861,756.486,13.5105,2.0550902818635446e+30,2.048155e+30,6179.87,876582.0,3591517199012.298,2.821410347152073e+18,725933043404.1273
Kepler-1764 b,Kepler-1764,1,1,Transit,2021,Kepler,0,70.4680266,0.351,0.0,514.0,6458.0,-0.14,4.39,293.8799047,41.3938374,1542.48,14.7454,2.310247127246323e+30,2.30666e+30,22744.469999999998,793097.9999999999,298066055383.06647,2.0896289354406717e+18,1103861054409.4326
Kepler-1764 b,Kepler-1764,1,1,Transit,2021,Kepler,0,70.468171,0.3512,0.0,511.0,6461.0,-0.14,4.4,293.8799047,41.3938374,1542.48,14.7454,2.3141890340048632e+30,2.30666e+30,22043.66,786140.9999999999,317860928169.49005,2.0351196603411976e+18,1133427210669.901
Kepler-1765 b,Kepler-1765,1,1,Transit,2021,Kepler,0,10.41890782,0.0917,0.0,855.0,5692.0,0.04,4.36,298.0144601,42.9574314,764.456,14.8213,1.884451325623614e+30,1.889075e+30,17966.219999999998,737442.0,389652279451.8413,1.679856619967283e+18,1124545379376.9565
Kepler-1765 b,Kepler-1765,1,1,Transit,2021,Kepler,0,10.4188915,0.0917,0.0,855.0,5692.0,0.04,4.36,298.0144601,42.9574314,764.456,14.8213,1.8844572291824937e+30,1.889075e+30,20196.07,737442.0,308360168231.9521,1.679856619967283e+18,1124545379376.9565
Kepler-1766 b,Kepler-1766,1,1,Transit,2021,Kepler,0,105.0141157,0.4237,0.0,410.0,5855.0,-0.2,4.34,294.2772343,46.6752351,501.229,12.8705,1.8297903860774212e+30,1.8294200000000002e+30,12041.189999999999,744399.0,842302804258.9469,1.7278496622166118e+18,1058784244951.6624
Kepler-1766 b,Kepler-1766,1,1,Transit,2021,Kepler,0,105.0145774,0.4229,0.0,406.0,5868.0,-0.22,4.36,294.2772343,46.6752351,501.229,12.8705,1.8194293075194224e+30,1.8294200000000002e+30,14589.59,723528.0,570498799535.5143,1.5865531923692692e+18,1153078263495.2485
Kepler-1767 b,Kepler-1767,1,1,Transit,2021,Kepler,0,59.65943,0.271,0.0,378.0,5349.0,-0.52,4.63,293.6441248,46.9896696,820.506,15.7151,1.4834434041851062e+30,1.491375e+30,18475.899999999998,480032.99999999994,290045077750.98755,4.6334223752563526e+17,3218733107441.963
Kepler-1767 b,Kepler-1767,1,1,Transit,2021,Kepler,0,59.6585348,0.2873,0.0,393.0,5243.0,0.14,4.55,293.6441248,46.9896696,820.506,15.7151,1.7675960431198362e+30,1.769765e+30,22871.89,577431.0,225519778874.51538,8.064712624861738e+17,2194455131041.1274
Kepler-1768 b,Kepler-1768,1,1,Transit,2021,Kepler,0,15.13591895,0.1274,0.0,933.0,6047.0,0.14,4.13,299.9572335,44.7718851,632.766,13.4376,2.3944843653501663e+30,2.3862e+30,16182.34,1085292.0,610288358850.9327,5.354617024246284e+18,445634111495.74817
Kepler-1768 b,Kepler-1768,1,1,Transit,2021,Kepler,0,15.13590453,0.1286,0.0,933.0,6050.0,0.14,4.14,299.9572335,44.7718851,632.766,13.4376,2.4627904165798044e+30,2.46574e+30,16373.47,1092249.0,613128807655.469,5.458251924923804e+18,451745363518.45306
Kepler-1769 b,Kepler-1769,1,1,Transit,2021,Kepler,0,89.1935737,0.3987,0.0,483.0,6071.0,-0.06,4.24,294.7433755,43.4611633,438.412,12.445,2.1134544177661622e+30,2.10781e+30,24273.510000000002,897453.0,239405127474.4014,3.027776056460154e+18,696157826964.3534
Kepler-1769 b,Kepler-1769,1,1,Transit,2021,Kepler,0,89.1934705,0.3961,0.0,468.0,6277.0,-0.18,4.35,294.7433755,43.4611633,438.412,12.445,2.072381519341909e+30,2.048155e+30,21342.850000000002,786140.9999999999,303648129511.7421,2.0351196603411976e+18,1006405195681.0328
Kepler-177 b,Kepler-177,1,2,Transit,2013,Kepler,0,36.8567758,0.2184,0.0,549.0,5768.0,0.14,4.43,286.0471442,45.0532038,1435.44,14.9414,2.034438327787036e+30,2.02827e+30,17074.280000000002,702657.0,465763503149.8835,1.4531777536228828e+18,1395748039042.9653
Kepler-177 b,Kepler-177,1,2,Transit,2013,Kepler,0,36.8601,8.422484004290416e+18,0.0,881.0776986676125,5732.0,-0.11,4.1,286.0471442,45.0532038,1435.44,14.9414,3.4878816e+25,1.8294200000000002e+30,22298.5,918324.0,4681835.590007523,3.243966890883843e+18,563945336538.7343
Kepler-177 b,Kepler-177,1,2,Transit,2013,Kepler,0,36.8568008,0.2222,0.0,601.0,6220.0,-0.1,4.41,286.0471442,45.0532038,1435.44,14.9414,2.142487030862811e+30,2.127695e+30,23063.02,744399.0,268838568431.4188,1.7278496622166118e+18,1231412110976.39
Kepler-177 c,Kepler-177,1,2,Transit,2013,Kepler,0,49.41117582,0.2701,0.0,545.0,6220.0,-0.1,4.41,286.0471442,45.0532038,1435.44,14.9414,2.141138120821545e+30,2.127695e+30,47655.08,744399.0,62926271752.73788,1.7278496622166118e+18,1231412110976.39
Kepler-177 c,Kepler-177,1,2,Transit,2013,Kepler,0,49.40926,1.0239405804349921e+19,0.0,888.9744890015327,5732.0,-0.11,4.1,286.0471442,45.0532038,1435.44,14.9414,8.779428e+25,1.8294200000000002e+30,55618.83,918324.0,1894210.534699966,3.243966890883843e+18,563945336538.7343
Kepler-177 c,Kepler-177,1,2,Transit,2013,Kepler,0,49.41121127,0.2655,0.0,497.0,5768.0,0.14,4.43,286.0471442,45.0532038,1435.44,14.9414,2.033592278680384e+30,2.02827e+30,43131.67,702657.0,72958695526.24956,1.4531777536228828e+18,1395748039042.9653
Kepler-1770 b,Kepler-1770,1,1,Transit,2021,Kepler,0,16.84192204,0.1261,0.0,699.0,5602.0,0.1,4.4,299.2502851,43.4103663,582.942,14.2972,1.875354016714218e+30,1.86919e+30,18794.45,702657.0,354347803084.8421,1.4531777536228828e+18,1286277604608.223
Kepler-1770 b,Kepler-1770,1,1,Transit,2021,Kepler,0,16.84183355,0.1261,0.0,699.0,5602.0,0.1,4.4,299.2502851,43.4103663,582.942,14.2972,1.8753737236555576e+30,1.86919e+30,19622.68,702657.0,325070011930.246,1.4531777536228828e+18,1286277604608.223
Kepler-1771 b,Kepler-1771,1,1,Transit,2021,Kepler,0,88.6442364,0.3846,0.0,389.0,5861.0,-0.18,4.54,292.0134714,49.0191267,565.752,13.7005,1.920649607576133e+30,1.928845e+30,15927.5,605259.0,505310866911.8954,9.287789784673889e+17,2076753506181.6917
Kepler-1771 b,Kepler-1771,1,1,Transit,2021,Kepler,0,88.6440015,0.3815,0.0,391.0,5661.0,0.0,4.47,292.0134714,49.0191267,565.752,13.7005,1.8745897184451973e+30,1.86919e+30,15991.21,647001.0,489270804167.6395,1.1344972958104877e+18,1647593173560.3176
Kepler-1772 b,Kepler-1772,1,1,Transit,2021,Kepler,0,3.21510634,0.044,0.0,1779.0,5779.0,-0.32,3.82,289.4381201,39.2703594,871.564,13.3948,2.1861937806406506e+30,2.18735e+30,17137.989999999998,1488798.0,496792016379.4754,1.3822797297732895e+19,158242210522.6669
Kepler-1772 b,Kepler-1772,1,1,Transit,2021,Kepler,0,3.21510938,0.0418,0.0,1155.0,5541.0,0.12,4.47,289.4381201,39.2703594,871.564,13.3948,1.8743843480779313e+30,1.86919e+30,9811.34,647001.0,1299594069610.561,1.1344972958104877e+18,1647593173560.3176
Kepler-1773 b,Kepler-1773,1,1,Transit,2021,Kepler,0,40.80957622,0.2406,0.0,602.0,6071.0,0.08,4.32,286.2232284,38.2581676,681.255,12.9455,2.2186255384493257e+30,2.207235e+30,16309.76,848754.0,556665864608.8722,2.561144672829207e+18,861815821423.9982
Kepler-1773 b,Kepler-1773,1,1,Transit,2021,Kepler,0,40.80957343,0.2489,0.0,623.0,6183.0,0.26,4.3,286.2232284,38.2581676,681.255,12.9455,2.4562461557690928e+30,2.46574e+30,21916.239999999998,904410.0,341307252173.1891,3.098736703846229e+18,795724269486.808
Kepler-1774 b,Kepler-1774,1,1,Transit,2021,Kepler,0,59.7711433,0.3096,0.0,522.0,6214.0,-0.02,4.38,288.5743991,40.9886069,816.592,13.8899,2.2036419868281554e+30,2.18735e+30,20196.07,779184.0000000001,360589459531.5954,1.9815666635690836e+18,1103848808225.4429
Kepler-1774 b,Kepler-1774,1,1,Transit,2021,Kepler,0,59.7711437,0.3096,0.0,522.0,6214.0,-0.02,4.38,288.5743991,40.9886069,816.592,13.8899,2.2036419573337623e+30,2.18735e+30,18348.48,779184.0000000001,436864314644.6231,1.9815666635690836e+18,1103848808225.4429
Kepler-1775 b,Kepler-1775,1,1,Transit,2021,Kepler,0,85.6542476,0.3986,0.0,522.0,5818.0,0.24,4.07,286.4023452,38.7385674,657.023,13.2765,2.289999474723779e+30,2.2867749999999999e+30,22680.760000000002,1147905.0,297115904655.80524,6.335872833757507e+18,360925015384.7898
Kepler-1775 b,Kepler-1775,1,1,Transit,2021,Kepler,0,85.6535849,0.3897,0.0,430.0,6092.0,-0.06,4.47,286.4023452,38.7385674,657.023,13.2765,2.1400377643791394e+30,2.127695e+30,14079.91,695700.0,720489080808.768,1.410440010853996e+18,1508532786666.8494
Kepler-1776 b,Kepler-1776,1,1,Transit,2021,Kepler,0,35.01198785,0.2142,0.0,608.0,6345.0,-0.3,4.46,291.5344017,47.0424958,690.336,13.5571,2.1268955862579366e+30,2.127695e+30,14016.2,702657.0,722588959822.405,1.4531777536228828e+18,1464167060564.6792
Kepler-1776 b,Kepler-1776,1,1,Transit,2021,Kepler,0,35.01190875,0.2124,0.0,603.0,5872.0,0.1,4.33,291.5344017,47.0424958,690.336,13.5571,2.073735059377643e+30,2.06804e+30,18921.870000000003,800054.9999999999,386572436802.31085,2.1451029515075702e+18,964074940341.017
Kepler-1777 b,Kepler-1777,1,1,Transit,2021,Kepler,0,12.18416331,0.1099,0.0,1139.0,6292.0,-0.16,3.98,290.3286455,37.7231188,619.146,13.9541,2.3720452149899184e+30,2.366315e+30,27204.17,1287045.0,213923121258.61414,8.930377233723433e+18,264973689024.48795
Kepler-1777 b,Kepler-1777,1,1,Transit,2021,Kepler,0,12.18420006,0.1031,0.0,819.0,5771.0,0.06,4.37,290.3286455,37.7231188,619.146,13.9541,1.9584083937498194e+30,1.94873e+30,16500.89,744399.0,480058592187.0974,1.7278496622166118e+18,1127835391361.5532
Kepler-1778 b,Kepler-1778,1,1,Transit,2021,Kepler,0,10.08746035,0.0975,0.0,955.0,6343.0,0.07,4.41,287.3612976,43.7388,1276.29,15.0421,2.4164147298267935e+30,2.406085e+30,18603.32,793097.9999999999,466011125385.1286,2.0896289354406717e+18,1151441272271.908
Kepler-1778 b,Kepler-1778,1,1,Transit,2021,Kepler,0,10.08744556,0.0956,0.0,942.0,6310.0,-0.06,4.42,287.3612976,43.7388,1276.29,15.0421,2.2778891063074162e+30,2.2668899999999998e+30,20068.649999999998,758313.0,377486985825.09973,1.8265607168162396e+18,1241070159414.8318
Kepler-1779 b,Kepler-1779,1,1,Transit,2021,Kepler,0,16.34355902,0.1264,0.0,730.0,5730.0,0.16,4.39,300.4174607,45.6054854,908.501,14.9927,2.0057151694156607e+30,2.008385e+30,20769.46,737442.0,310330579555.77246,1.679856619967283e+18,1195569298074.4485
Kepler-1779 b,Kepler-1779,1,1,Transit,2021,Kepler,0,16.34356447,0.1218,0.0,646.0,5637.0,-0.18,4.56,300.4174607,45.6054854,908.501,14.9927,1.7946080542046224e+30,1.7896500000000001e+30,15927.5,570474.0,472150124655.81195,7.77671487904546e+17,2301293062475.845
Kepler-178 b,Kepler-178,1,3,Transit,2014,Kepler,0,9.57666498,0.0841,0.0,881.0,5675.0,-0.18,4.34,287.1010275,46.8964033,716.025,14.5782,1.720603121719494e+30,1.7101099999999998e+30,18029.93,723528.0,353263159595.2289,1.5865531923692692e+18,1077877507180.341
Kepler-178 b,Kepler-178,1,3,Transit,2014,Kepler,0,9.57665962,0.0848,0.0,846.0,5386.0,0.18,4.32,287.1010275,46.8964033,716.025,14.5782,1.7639276259475927e+30,1.769765e+30,18348.48,751356.0,349692485581.7664,1.776748206952909e+18,996069669902.8136
Kepler-178 c,Kepler-178,1,3,Transit,2014,Kepler,0,20.55280793,0.1399,0.0,683.0,5675.0,-0.18,4.34,287.1010275,46.8964033,716.025,14.5782,1.7196185636767585e+30,1.7101099999999998e+30,18730.739999999998,723528.0,327135727571.92163,1.5865531923692692e+18,1077877507180.341
Kepler-178 c,Kepler-178,1,3,Transit,2014,Kepler,0,20.55280311,0.1411,0.0,656.0,5386.0,0.18,4.32,287.1010275,46.8964033,716.025,14.5782,1.7642504068828667e+30,1.769765e+30,19049.29,751356.0,324495264332.4324,1.776748206952909e+18,996069669902.8136
Kepler-178 d,Kepler-178,1,3,Transit,2014,Kepler,0,96.6781852,0.3962,0.0,392.0,5386.0,0.18,4.32,287.1010275,46.8964033,716.025,14.5782,1.765256191549203e+30,1.769765e+30,20960.59,751356.0,268167696196.187,1.776748206952909e+18,996069669902.8136
Kepler-178 d,Kepler-178,1,3,Transit,2014,Kepler,0,96.6781926,0.3926,0.0,408.0,5675.0,-0.18,4.34,287.1010275,46.8964033,716.025,14.5782,1.7175727813008503e+30,1.7101099999999998e+30,21852.530000000002,723528.0,240058684870.34656,1.5865531923692692e+18,1077877507180.341
Kepler-1780 b,Kepler-1780,1,1,Transit,2021,Kepler,0,109.4450597,0.4276,0.0,340.0,5403.0,0.0,4.5,294.0839282,42.8095104,790.516,14.9304,1.731578055513845e+30,1.7299949999999998e+30,19367.84,605259.0,308095545736.18353,9.287789784673889e+17,1862655206575.3315
Kepler-1780 b,Kepler-1780,1,1,Transit,2021,Kepler,0,109.4449666,0.423,0.0,328.0,5508.0,-0.28,4.59,294.0839282,42.8095104,790.516,14.9304,1.6762964477463478e+30,1.6703399999999998e+30,20450.91,535689.0,267504611608.66913,6.439124094752074e+17,2594048469047.7344
Kepler-1781 b,Kepler-1781,1,1,Transit,2021,Kepler,0,4.88753526,0.0572,0.0,995.0,5553.0,0.4,4.51,291.7114906,42.3415097,962.63,15.7348,2.0784021739987877e+30,2.06804e+30,15927.5,653958.0,546814577834.58026,1.1714889059751555e+18,1765309077578.1177
Kepler-1781 b,Kepler-1781,1,1,Transit,2021,Kepler,0,4.88753111,0.0574,0.0,1003.0,5568.0,0.44,4.5,291.7114906,42.3415097,962.63,15.7348,2.1002834796898066e+30,2.087925e+30,15608.95,667872.0,575355489524.2804,1.247867053442921e+18,1673195068528.5918
Kepler-1782 b,Kepler-1782,1,1,Transit,2021,Kepler,0,5.75624524,0.0582,0.0,773.0,4931.0,0.0,4.61,280.926162,44.0878036,305.792,13.7041,1.578380423678085e+30,1.570915e+30,14271.04,507861.0,517256745104.92163,5.48685141702389e+17,2863053654279.7
Kepler-1782 b,Kepler-1782,1,1,Transit,2021,Kepler,0,5.75624255,0.0581,0.0,834.0,5006.0,0.12,4.5,280.926162,44.0878036,305.792,13.7041,1.5702598810787033e+30,1.570915e+30,17010.57,577431.0,362192560603.7318,8.064712624861738e+17,1947887138789.3154
Kepler-1783 b,Kepler-1783,1,1,Transit,2021,Kepler,0,8.27745764,0.077,0.0,1088.0,5129.0,-0.16,3.88,297.0210984,41.3771655,264.078,13.0982,1.7676633208026352e+30,1.769765e+30,15672.66,1238346.0,480308032456.7604,7.954531872093846e+18,222485122752.31485
Kepler-1783 b,Kepler-1783,1,1,Transit,2021,Kepler,0,8.27744313,0.077,0.0,1088.0,5129.0,-0.16,3.88,297.0210984,41.3771655,264.078,13.0982,1.767669518082849e+30,1.769765e+30,15162.98,1238346.0,513142129726.9048,7.954531872093846e+18,222485122752.31485
Kepler-1784 b,Kepler-1784,1,1,Transit,2021,Kepler,0,13.59056583,0.1072,0.0,724.0,5442.0,0.1,4.41,297.9541684,44.6674491,883.045,15.1562,1.7694185977574193e+30,1.769765e+30,20387.2,674829.0,284132651753.8487,1.287270516026149e+18,1374819805135.6982
Kepler-1784 b,Kepler-1784,1,1,Transit,2021,Kepler,0,13.59051547,0.1072,0.0,724.0,5442.0,0.1,4.41,297.9541684,44.6674491,883.045,15.1562,1.769431711032758e+30,1.769765e+30,15290.4,674829.0,505128457740.8974,1.287270516026149e+18,1374819805135.6982
Kepler-1785 b,Kepler-1785,1,1,Transit,2021,Kepler,0,19.58557219,0.1382,0.0,668.0,5971.0,-0.38,4.5,295.7921797,47.6000699,745.74,14.1632,1.8254624754818293e+30,1.8294200000000002e+30,23700.120000000003,619173.0,216908985774.447,9.943164840117307e+17,1839876970176.4465
Kepler-1785 b,Kepler-1785,1,1,Transit,2021,Kepler,0,19.58561177,0.1379,0.0,666.0,5618.0,0.0,4.4,295.7921797,47.6000699,745.74,14.1632,1.8135929715762848e+30,1.8095350000000002e+30,19686.39,695700.0,312329768067.3735,1.410440010853996e+18,1282957790529.7505
Kepler-1786 b,Kepler-1786,1,1,Transit,2021,Kepler,0,78.5461106,0.3659,0.0,501.0,5808.0,0.14,4.17,292.5877743,38.5219827,863.909,14.0789,2.106488864212048e+30,2.10781e+30,22617.05,973979.9999999999,274848249301.4818,3.8702473897833636e+18,544618932000.10254
Kepler-1786 b,Kepler-1786,1,1,Transit,2021,Kepler,0,78.5461638,0.3656,0.0,434.0,6032.0,-0.06,4.49,292.5877743,38.5219827,863.909,14.0789,2.1013089584043877e+30,2.087925e+30,16755.73,674829.0,499538457580.26465,1.287270516026149e+18,1621978421789.307
Kepler-1787 b,Kepler-1787,1,1,Transit,2021,Kepler,0,39.3134832,0.227,0.0,540.0,6060.0,-0.22,4.51,289.0643042,47.1174041,778.602,14.4604,2.0077786494642826e+30,2.008385e+30,13633.94,647001.0,720906262864.3009,1.1344972958104877e+18,1770286282229.7031
Kepler-1787 b,Kepler-1787,1,1,Transit,2021,Kepler,0,39.3135699,0.227,0.0,540.0,6060.0,-0.22,4.51,289.0643042,47.1174041,778.602,14.4604,2.0077697937832854e+30,2.008385e+30,13187.97,647001.0,770484202595.163,1.1344972958104877e+18,1770286282229.7031
Kepler-1788 b,Kepler-1788,1,1,Transit,2021,Kepler,0,2.80011812,0.0343,0.0,956.0,4786.0,-0.2,4.58,291.2243829,45.7780993,560.445,15.254,1.365371913315197e+30,1.372065e+30,12550.869999999999,486989.99999999994,578507543075.8604,4.8378092372292045e+17,2836128777962.798
Kepler-1788 b,Kepler-1788,1,1,Transit,2021,Kepler,0,2.80011127,0.0343,0.0,956.0,4786.0,-0.2,4.58,291.2243829,45.7780993,560.445,15.254,1.3653785936276166e+30,1.372065e+30,13570.23,486989.99999999994,494862330798.56396,4.8378092372292045e+17,2836128777962.798
Kepler-1789 b,Kepler-1789,1,1,Transit,2021,Kepler,0,80.2317349,0.3564,0.0,397.0,5685.0,-0.06,4.51,282.8631419,41.7966332,611.461,14.3155,1.8657009305315982e+30,1.86919e+30,21916.239999999998,619173.0,259248144360.88788,9.943164840117307e+17,1879874295615.0647
Kepler-1789 b,Kepler-1789,1,1,Transit,2021,Kepler,0,80.2321467,0.3543,0.0,380.0,5436.0,0.12,4.5,282.8631419,41.7966332,611.461,14.3155,1.8328964957611928e+30,1.8294200000000002e+30,20642.04,619173.0,287103465026.29395,9.943164840117307e+17,1839876970176.4465
Kepler-179 b,Kepler-179,1,2,Transit,2014,Kepler,0,2.73590337,0.0361,0.0,1072.0,5294.0,-0.16,4.6,298.6636163,47.7619329,605.68,14.6031,1.667406175564115e+30,1.6902249999999998e+30,10066.18,528732.0,1098291810452.3657,6.191493142046437e+17,2729914999859.5327
Kepler-179 b,Kepler-179,1,2,Transit,2014,Kepler,0,2.73590007,0.0362,0.0,1075.0,5299.0,-0.14,4.6,298.6636163,47.7619329,605.68,14.6031,1.6813052117684584e+30,1.7101099999999998e+30,9938.76,535689.0,1136024966508.9592,6.439124094752074e+17,2655811527834.5854
